Date,Price,Open,High,Low,Vol.,Change %
2016-07-20,20.576,19.625,19.625,19.41,0.14K,-1.88%
2016-07-19,20.97,19.96,20.01,19.92,0.05K,-0.33%
2016-07-18,21.039,20.025,20.095,19.745,0.30K,3.91%
2016-07-17,20.248,20.307,20.307,20.178,-,-4.17%
2016-07-15,21.129,20.23,20.23,20.08,0.09K,-0.74%
2016-07-14,21.287,20.44,20.44,20.085,0.12K,-0.41%
2016-07-13,21.375,20.385,20.42,20.195,0.09K,1.17%
2016-07-12,21.128,20.41,20.465,20.1,0.14K,-0.58%
2016-07-11,21.252,20.37,20.605,20.215,0.14K,3.48%
2016-07-10,20.538,20.32,20.565,20.32,-,-2.37%
2016-07-08,21.036,19.735,20.21,19.4,0.38K,1.26%
2016-07-07,20.775,20.14,20.22,19.53,0.54K,-1.71%
2016-07-06,21.137,20.33,20.495,19.945,0.41K,1.47%
2016-07-05,20.83,19.755,21.095,19.625,0.95K,1.66%
2016-07-04,20.49,20.025,21.207,20.02,-,2.30%
2016-07-03,20.03,19.83,20.057,19.763,-,-2.32%
2016-07-01,20.505,18.79,19.925,18.775,1.08K,5.02%
2016-06-30,19.524,18.315,18.855,18.245,1.44K,1.12%
2016-06-29,19.308,17.8,18.515,17.8,26.07K,2.78%
2016-06-28,18.785,17.839,17.839,17.839,0.01K,0.55%
2016-06-27,18.683,17.865,17.865,17.865,0.00K,4.20%
2016-06-26,17.93,17.8,17.96,17.8,-,-4.37%
2016-06-24,18.749,17.215,17.825,17.215,0.06K,2.33%
2016-06-23,18.322,17.348,17.348,17.348,0.00K,0.25%
2016-06-22,18.276,17.23,17.24,17.23,0.00K,-0.04%
2016-06-21,18.283,17.311,17.311,17.311,0.08K,-1.04%
2016-06-20,18.476,17.445,17.445,17.445,0.00K,5.88%
2016-06-19,17.45,17.46,17.475,17.3,-,-5.00%
2016-06-17,18.369,17.42,17.455,17.42,0.00K,-1.06%
2016-06-16,18.566,17.7,17.7,17.255,0.01K,0.56%
2016-06-15,18.462,17.49,17.49,17.49,0.00K,0.43%
2016-06-14,18.383,17.41,17.41,17.41,0.02K,-0.11%
2016-06-13,18.404,17.428,17.428,17.428,0.00K,5.92%
2016-06-12,17.375,17.35,17.375,17.325,-,-5.01%
2016-06-10,18.291,17.315,17.315,17.315,0.00K,0.34%
2016-06-09,18.229,17.13,17.165,16.98,0.03K,1.61%
2016-06-08,17.94,16.55,17.05,16.55,0.01K,3.43%
2016-06-07,17.345,16.377,16.377,16.377,0.00K,-0.30%
2016-06-06,17.398,16.428,16.428,16.428,0.00K,5.73%
2016-06-05,16.455,16.41,16.46,16.41,-,-4.96%
2016-06-03,17.314,16.35,16.43,16.345,0.01K,2.00%
2016-06-02,16.975,16.025,16.025,16.025,0.00K,0.56%
2016-06-01,16.881,16.0,16.0,15.92,0.01K,-0.35%
2016-05-31,16.941,16.01,16.105,15.96,0.08K,5.65%
2016-05-30,16.035,16.14,16.14,15.915,-,-6.83%
2016-05-27,17.211,16.295,16.325,16.175,0.40K,-0.43%
2016-05-26,17.286,16.285,16.455,16.28,0.01K,0.47%
2016-05-25,17.205,16.245,16.335,16.245,0.21K,0.06%
2016-05-24,17.195,16.32,16.32,16.255,0.01K,-0.97%
2016-05-23,17.363,16.32,16.435,16.32,0.02K,5.23%
2016-05-22,16.5,16.5,16.52,16.49,-,-5.51%
2016-05-20,17.463,16.465,16.465,16.465,0.00K,0.27%
2016-05-19,17.416,16.91,16.91,16.415,0.08K,-3.54%
2016-05-18,18.056,17.145,17.145,16.8,0.08K,-0.62%
2016-05-17,18.168,17.32,17.32,17.26,0.07K,0.52%
2016-05-16,18.074,17.22,17.22,17.17,0.03K,5.39%
2016-05-15,17.15,17.08,17.18,17.08,-,-4.97%
2016-05-13,18.047,17.155,17.18,16.985,0.05K,0.16%
2016-05-12,18.019,17.32,17.32,17.29,0.04K,-1.20%
2016-05-11,18.237,17.235,17.575,17.23,0.06K,1.30%
2016-05-10,18.003,16.97,17.13,16.96,0.19K,0.03%
2016-05-09,17.998,17.47,17.475,16.96,0.37K,3.14%
2016-05-08,17.45,17.45,17.49,17.44,-,-5.36%
2016-05-06,18.439,17.34,17.59,17.335,0.13K,1.08%
2016-05-05,18.242,17.365,17.605,17.27,0.24K,0.15%
2016-05-04,18.215,17.475,17.475,17.2,0.42K,-1.11%
2016-05-03,18.42,17.585,17.73,17.36,0.45K,-1.00%
2016-05-02,18.607,17.85,18.03,17.52,1.12K,4.07%
2016-05-01,17.88,17.85,17.89,17.82,-,-4.52%
2016-04-29,18.726,17.59,17.99,17.59,4.87K,1.32%
2016-04-28,18.482,17.23,17.655,17.14,24.30K,1.40%
2016-04-27,18.227,17.286,17.286,17.286,60.51K,0.99%
2016-04-26,18.048,17.106,17.106,17.106,0.00K,0.56%
2016-04-25,17.948,17.005,17.005,17.005,0.00K,5.33%
2016-04-24,17.04,16.96,17.04,16.93,-,-4.50%
2016-04-22,17.843,16.896,16.896,16.896,0.01K,-1.06%
2016-04-21,18.035,17.086,17.086,17.086,0.05K,-0.17%
2016-04-20,18.066,16.965,16.965,16.94,0.00K,1.56%
2016-04-19,17.788,16.968,16.968,16.968,107.56K,3.91%
2016-04-18,17.118,16.215,16.225,16.215,0.00K,5.24%
2016-04-17,16.265,16.255,16.315,16.23,-,-5.29%
2016-04-15,17.173,16.24,16.24,16.165,0.04K,0.82%
2016-04-14,17.033,16.065,16.19,16.065,0.00K,-0.90%
2016-04-13,17.187,16.125,16.295,16.125,0.00K,0.64%
2016-04-12,17.077,15.96,16.16,15.96,0.01K,1.52%
2016-04-11,16.822,15.47,15.805,15.47,0.01K,9.27%
2016-04-10,15.395,15.36,15.47,15.36,-,-5.14%
2016-04-08,16.229,15.382,15.382,15.382,43.34K,1.43%
2016-04-07,16.0,15.156,15.156,15.156,0.01K,0.55%
2016-04-06,15.912,15.052,15.052,15.052,41.55K,-0.46%
2016-04-05,15.985,15.114,15.114,15.114,0.01K,0.86%
2016-04-04,15.848,15.02,15.02,15.015,0.00K,5.51%
2016-04-03,15.02,15.05,15.08,14.995,-,-5.77%
2016-04-01,15.939,15.042,15.042,15.042,71.49K,-2.54%
2016-03-31,16.354,15.42,15.44,15.42,0.04K,1.45%
2016-03-30,16.121,15.365,15.365,15.215,0.04K,-0.29%
2016-03-29,16.168,15.115,15.175,15.115,0.01K,0.23%
2016-03-28,16.131,15.18,15.325,15.18,0.09K,5.99%
2016-03-27,15.22,15.195,15.24,15.15,-,0.13%
2016-03-25,15.2,15.2,15.2,15.2,-,-5.82%
2016-03-24,16.14,15.29,15.315,15.18,0.07K,-0.44%
2016-03-23,16.212,15.5,15.5,15.255,0.22K,-3.65%
2016-03-22,16.826,15.95,15.955,15.845,0.05K,0.26%
2016-03-21,16.783,15.795,15.86,15.75,0.02K,6.22%
2016-03-20,15.8,15.81,15.86,15.79,-,-5.61%
2016-03-18,16.739,16.085,16.15,15.87,0.12K,-1.34%
2016-03-17,16.966,15.63,16.035,15.595,0.38K,5.03%
2016-03-16,16.153,15.27,15.66,15.22,0.17K,-0.23%
2016-03-15,16.19,15.385,15.41,15.245,0.26K,-1.17%
2016-03-14,16.381,15.55,15.8,15.37,0.28K,5.48%
2016-03-13,15.53,15.515,15.55,15.49,-,-5.68%
2016-03-11,16.465,15.605,15.66,15.55,0.38K,0.41%
2016-03-10,16.398,15.315,15.625,15.175,0.57K,1.18%
2016-03-09,16.206,15.385,15.395,15.195,0.16K,-0.12%
2016-03-08,16.225,15.71,15.75,15.365,0.91K,-1.57%
2016-03-07,16.484,15.57,15.795,15.525,0.93K,5.60%
2016-03-06,15.61,15.52,15.62,15.52,-,-5.60%
2016-03-04,16.536,15.22,15.78,15.14,0.91K,3.51%
2016-03-03,15.976,14.945,15.33,14.92,0.68K,0.79%
2016-03-02,15.85,14.81,15.0,14.76,0.81K,1.85%
2016-03-01,15.562,14.925,15.04,14.725,0.92K,-0.94%
2016-02-29,15.709,14.735,14.925,14.61,1.60K,6.43%
2016-02-28,14.76,14.685,14.76,14.685,-,-4.79%
2016-02-26,15.503,15.135,15.23,14.675,23.34K,-2.95%
2016-02-25,15.975,15.185,15.185,15.185,0.00K,-0.81%
2016-02-24,16.106,15.292,15.292,15.292,83.78K,0.34%
2016-02-23,16.052,15.235,15.235,15.235,59.96K,0.38%
2016-02-22,15.991,15.179,15.179,15.179,0.00K,4.24%
2016-02-21,15.34,15.355,15.37,15.32,-,-5.14%
2016-02-19,16.171,15.368,15.368,15.368,50.79K,-0.34%
2016-02-18,16.226,15.427,15.427,15.427,62.25K,0.49%
2016-02-17,16.147,15.372,15.372,15.372,0.00K,0.30%
2016-02-16,16.099,15.385,15.385,15.385,0.01K,4.98%
2016-02-15,15.335,15.725,15.74,15.195,-,-2.51%
2016-02-14,15.73,15.79,15.79,15.66,-,-4.89%
2016-02-12,16.539,15.73,15.73,15.73,0.00K,0.06%
2016-02-11,16.529,15.3,15.785,15.3,0.06K,2.93%
2016-02-10,16.058,15.3,15.3,15.3,0.00K,-1.14%
2016-02-09,16.243,15.39,15.395,15.34,0.02K,-0.02%
2016-02-08,16.246,14.91,15.42,14.91,0.06K,8.67%
2016-02-07,14.95,15.03,15.05,14.91,-,-4.17%
2016-02-05,15.6,14.86,14.9,14.725,0.01K,-0.47%
2016-02-04,15.673,14.765,14.9,14.735,0.02K,0.75%
2016-02-03,15.557,14.4,14.775,14.4,0.05K,2.92%
2016-02-02,15.116,14.26,14.26,14.255,0.00K,-0.43%
2016-02-01,15.181,14.245,14.37,14.235,0.01K,6.53%
2016-01-31,14.25,14.245,14.26,14.22,-,-5.46%
2016-01-29,15.073,14.265,14.265,14.265,0.03K,0.02%
2016-01-28,15.07,14.355,14.355,14.215,0.03K,-1.52%
2016-01-27,15.303,14.44,14.44,14.44,37.69K,-0.71%
2016-01-26,15.412,14.385,14.385,14.385,0.00K,2.01%
2016-01-25,15.109,14.095,14.095,14.095,0.01K,7.54%
2016-01-24,14.05,14.035,14.07,14.03,-,-5.71%
2016-01-22,14.901,14.29,14.29,14.29,0.01K,-0.23%
2016-01-21,14.936,14.083,14.083,14.083,0.00K,-0.46%
2016-01-20,15.005,14.147,14.147,14.147,0.00K,0.01%
2016-01-19,15.004,14.065,14.065,14.065,0.00K,7.94%
2016-01-18,13.9,13.905,13.985,13.835,-,-0.07%
2016-01-17,13.91,13.905,13.92,13.9,-,-5.87%
2016-01-15,14.777,13.884,13.884,13.884,44.61K,0.53%
2016-01-14,14.699,13.737,13.737,13.737,0.00K,-3.02%
2016-01-13,15.156,13.85,14.1,13.85,0.02K,2.74%
2016-01-12,14.752,13.86,13.86,13.71,0.02K,-0.80%
2016-01-11,14.871,14.94,14.94,14.94,0.00K,6.64%
2016-01-10,13.945,13.965,13.975,13.935,-,-6.67%
2016-01-08,14.942,14.06,14.06,13.92,0.01K,-2.77%
2016-01-07,15.367,14.33,14.34,14.33,0.29K,2.41%
2016-01-06,15.005,14.0,14.065,14.0,0.11K,-0.02%
2016-01-05,15.008,13.949,13.949,13.949,0.00K,0.86%
2016-01-04,14.88,14.845,14.845,14.845,0.00K,7.13%
2016-01-03,13.89,13.84,13.89,13.84,-,-6.43%
2015-12-31,14.845,13.775,13.775,13.775,0.01K,-0.35%
2015-12-30,14.897,13.925,13.925,13.745,0.11K,-0.53%
2015-12-29,14.976,14.02,14.02,14.02,0.01K,0.31%
2015-12-28,14.929,14.035,14.035,13.855,0.01K,4.11%
2015-12-27,14.34,14.34,14.36,14.32,-,-7.03%
2015-12-24,15.425,14.365,14.365,14.365,0.00K,0.61%
2015-12-23,15.331,14.3,14.3,14.24,0.07K,-0.18%
2015-12-22,15.358,14.225,14.38,14.225,0.04K,-0.04%
2015-12-21,15.364,14.105,14.3,14.105,0.02K,9.27%
2015-12-20,14.06,14.1,14.105,14.04,-,-7.11%
2015-12-18,15.136,13.82,14.16,13.82,0.02K,2.66%
2015-12-17,14.744,13.885,13.885,13.695,0.15K,-3.58%
2015-12-16,15.291,13.76,14.235,13.76,0.02K,3.36%
2015-12-15,14.794,13.635,13.635,13.635,0.00K,0.53%
2015-12-14,14.716,13.875,13.925,13.69,0.09K,5.57%
2015-12-13,13.94,13.9,13.97,13.89,-,-6.47%
2015-12-11,14.904,14.025,14.025,13.86,0.02K,-1.76%
2015-12-10,15.171,14.11,14.115,14.08,0.01K,-0.52%
2015-12-09,15.251,14.14,14.265,14.11,0.04K,0.49%
2015-12-08,15.177,14.195,14.25,14.13,0.07K,-1.44%
2015-12-07,15.398,14.48,14.605,14.32,0.06K,6.41%
2015-12-06,14.47,14.53,14.565,14.45,-,-7.23%
2015-12-04,15.597,14.05,14.555,14.05,0.09K,3.02%
2015-12-03,15.14,13.855,14.095,13.77,0.50K,0.54%
2015-12-02,15.058,14.125,14.14,13.89,0.21K,-0.49%
2015-12-01,15.132,14.04,14.215,14.04,0.28K,-0.44%
2015-11-30,15.199,14.02,14.155,13.955,1.62K,8.29%
2015-11-29,14.035,14.02,14.035,14.02,-,-7.40%
2015-11-27,15.157,14.16,14.35,13.905,17.23K,6.51%
2015-11-26,14.23,14.15,14.345,14.105,-,-6.89%
2015-11-25,15.283,14.168,14.168,14.168,0.00K,-0.05%
2015-11-24,15.291,15.795,15.795,15.795,0.00K,0.84%
2015-11-23,15.163,14.14,14.145,14.14,0.00K,7.35%
2015-11-22,14.125,14.145,14.145,14.075,-,-7.23%
2015-11-20,15.226,14.106,14.106,14.106,0.00K,-0.81%
2015-11-19,15.35,14.242,14.242,14.242,0.03K,0.78%
2015-11-18,15.231,14.02,14.1,14.02,0.01K,-0.54%
2015-11-17,15.313,14.135,14.135,14.135,0.00K,-0.34%
2015-11-16,15.365,14.45,14.455,14.185,0.00K,6.96%
2015-11-15,14.365,14.33,14.365,14.305,-,-6.31%
2015-11-13,15.333,14.203,14.203,14.203,39.52K,-0.29%
2015-11-12,15.377,14.45,14.45,14.25,0.02K,-0.29%
2015-11-11,15.421,14.31,14.31,14.31,0.01K,-0.56%
2015-11-10,15.508,14.356,14.356,14.356,0.00K,-0.41%
2015-11-09,15.572,14.418,14.418,14.418,50.39K,5.86%
2015-11-08,14.71,14.74,14.745,14.7,-,-7.16%
2015-11-06,15.845,15.035,15.045,15.005,0.01K,-1.73%
2015-11-05,16.124,14.988,14.988,14.988,42.80K,-0.57%
2015-11-04,16.217,15.2,15.2,15.2,0.00K,-1.10%
2015-11-03,16.398,15.385,15.385,15.385,0.00K,-1.02%
2015-11-02,16.567,15.413,15.413,15.413,0.00K,6.85%
2015-11-01,15.505,15.535,15.545,15.465,-,-7.31%
2015-10-30,16.728,15.575,15.575,15.53,0.02K,0.10%
2015-10-29,16.712,15.875,15.975,15.875,0.03K,-4.02%
2015-10-28,17.412,16.06,16.25,16.06,0.02K,2.55%
2015-10-27,16.979,15.83,15.845,15.83,0.01K,-0.25%
2015-10-26,17.021,16.58,16.58,16.58,0.00K,7.46%
2015-10-25,15.84,15.81,15.865,15.795,-,-6.49%
2015-10-23,16.939,15.86,15.86,15.86,0.01K,-0.07%
2015-10-22,16.951,15.823,15.823,15.823,33.50K,0.76%
2015-10-21,16.823,15.696,15.696,15.696,0.01K,-1.22%
2015-10-20,17.031,15.89,15.89,15.89,0.01K,0.42%
2015-10-19,16.959,15.82,15.82,15.82,0.00K,5.89%
2015-10-18,16.015,16.03,16.04,15.985,-,-7.07%
2015-10-16,17.233,16.102,16.102,16.102,0.01K,-0.29%
2015-10-15,17.283,16.135,16.135,16.0,0.02K,0.26%
2015-10-14,17.239,16.01,16.105,15.98,0.02K,1.15%
2015-10-13,17.043,15.71,15.86,15.7,0.02K,0.24%
2015-10-12,17.003,15.855,15.855,15.855,0.01K,7.68%
2015-10-11,15.79,15.82,15.82,15.775,-,-6.84%
2015-10-09,16.949,17.07,17.07,17.07,0.00K,0.34%
2015-10-08,16.891,15.61,15.7,15.61,0.01K,-1.89%
2015-10-07,17.216,15.85,15.97,15.85,0.01K,0.64%
2015-10-06,17.107,15.59,15.985,15.59,0.04K,1.63%
2015-10-05,16.832,15.14,15.68,15.14,0.01K,10.59%
2015-10-04,15.22,15.235,15.35,15.22,-,-7.10%
2015-10-02,16.383,14.41,15.1,14.41,0.00K,4.66%
2015-10-01,15.653,14.515,14.515,14.465,0.02K,-0.06%
2015-09-30,15.663,14.48,14.49,14.48,0.01K,-0.38%
2015-09-29,15.723,14.63,14.64,14.595,0.02K,0.14%
2015-09-28,15.701,14.615,14.62,14.615,0.05K,3.95%
2015-09-27,15.105,15.095,15.11,15.055,-,-7.23%
2015-09-25,16.283,15.065,15.12,15.03,0.02K,-0.10%
2015-09-24,16.299,14.745,15.11,14.745,0.19K,2.15%
2015-09-23,15.956,14.74,14.84,14.74,0.01K,0.07%
2015-09-22,15.945,14.77,14.79,14.76,0.04K,-2.91%
2015-09-21,16.423,16.3,16.3,16.3,0.00K,8.37%
2015-09-20,15.155,15.17,15.185,15.15,-,-7.38%
2015-09-18,16.363,16.2,16.2,16.2,0.00K,0.98%
2015-09-17,16.205,14.905,15.205,14.85,0.03K,0.61%
2015-09-16,16.106,16.09,16.09,16.09,0.00K,3.63%
2015-09-15,15.542,14.375,14.375,14.265,0.02K,-0.24%
2015-09-14,15.579,14.51,14.535,14.355,0.03K,7.40%
2015-09-13,14.505,14.585,14.59,14.5,-,-7.72%
2015-09-11,15.719,14.7,14.705,14.28,0.05K,-0.96%
2015-09-10,15.871,14.575,14.815,14.565,0.16K,0.53%
2015-09-09,15.788,14.79,14.865,14.565,0.09K,-1.22%
2015-09-08,15.983,14.63,14.855,14.44,0.23K,10.11%
2015-09-07,14.515,14.62,14.645,14.46,-,-0.72%
2015-09-06,14.62,14.565,14.67,14.55,-,-7.19%
2015-09-04,15.752,14.67,14.81,14.5,0.12K,-1.12%
2015-09-03,15.931,14.74,14.925,14.555,0.12K,0.25%
2015-09-02,15.892,14.535,14.81,14.445,0.38K,0.26%
2015-09-01,15.85,14.62,14.715,14.515,0.78K,0.24%
2015-08-31,15.812,14.51,14.635,14.39,1.44K,8.82%
2015-08-30,14.53,14.54,14.545,14.525,-,-7.87%
2015-08-28,15.772,14.47,14.65,14.34,13.21K,0.75%
2015-08-27,15.655,14.185,14.185,14.13,0.01K,2.41%
2015-08-26,15.287,14.665,14.7,14.045,0.04K,-3.63%
2015-08-25,15.863,14.65,14.655,14.65,0.01K,-0.93%
2015-08-24,16.012,14.762,14.762,14.762,0.01K,4.38%
2015-08-23,15.34,15.32,15.38,15.275,-,-7.42%
2015-08-21,16.57,15.301,15.301,15.301,17.64K,-1.32%
2015-08-20,16.791,15.465,15.505,15.465,0.25K,2.05%
2015-08-19,16.453,15.176,15.176,15.176,13.46K,2.41%
2015-08-18,16.066,16.135,16.135,16.135,0.00K,-3.14%
2015-08-17,16.586,15.295,15.295,15.295,6.79K,9.12%
2015-08-16,15.2,15.215,15.245,15.195,-,-7.89%
2015-08-14,16.502,15.175,15.175,15.175,0.00K,-1.07%
2015-08-13,16.681,15.396,15.396,15.396,11.73K,-0.46%
2015-08-12,16.758,15.48,15.51,15.48,0.00K,1.15%
2015-08-11,16.567,15.22,15.24,15.22,0.02K,-0.08%
2015-08-10,16.58,14.89,15.335,14.89,0.01K,12.60%
2015-08-09,14.725,14.78,14.79,14.725,-,-8.57%
2015-08-07,16.105,14.816,14.816,14.816,0.02K,0.96%
2015-08-06,15.952,14.67,14.67,14.67,32.73K,0.82%
2015-08-05,15.823,14.546,14.546,14.546,0.00K,0.04%
2015-08-04,15.817,14.605,14.605,14.55,0.12K,0.28%
2015-08-03,15.773,14.73,14.73,14.415,0.13K,7.26%
2015-08-02,14.705,14.76,14.765,14.695,-,-8.15%
2015-07-31,16.01,14.855,14.865,14.85,0.10K,0.22%
2015-07-30,15.975,14.75,14.785,14.63,0.04K,8.42%
2015-07-29,14.734,14.64,14.665,14.64,0.01K,0.70%
2015-07-28,14.631,14.64,14.64,14.64,0.17K,0.25%
2015-07-27,14.594,14.61,14.65,14.56,0.02K,-0.42%
2015-07-26,14.655,14.64,14.66,14.62,-,1.23%
2015-07-24,14.477,14.595,14.63,14.33,0.03K,-1.40%
2015-07-23,14.683,14.635,14.635,14.635,0.17K,-0.21%
2015-07-22,14.714,14.714,14.714,14.714,0.01K,-0.37%
2015-07-21,14.769,14.615,14.835,14.615,0.10K,0.16%
2015-07-20,14.745,14.715,14.905,14.485,0.05K,-0.53%
2015-07-19,14.823,14.825,14.852,14.817,-,0.02%
2015-07-17,14.82,14.935,14.945,14.825,0.06K,-0.96%
2015-07-16,14.964,14.99,14.99,14.97,0.01K,-0.43%
2015-07-15,15.028,15.045,15.045,14.99,0.09K,-1.75%
2015-07-14,15.295,15.36,15.38,15.295,0.03K,-0.91%
2015-07-13,15.436,15.495,15.495,15.3,0.15K,-1.15%
2015-07-12,15.615,15.537,15.645,15.493,-,0.95%
2015-07-10,15.468,15.33,15.585,15.33,0.05K,0.80%
2015-07-09,15.345,15.14,15.44,15.14,0.37K,1.31%
2015-07-08,15.147,15.045,15.13,14.74,0.11K,1.32%
2015-07-07,14.95,15.595,15.595,14.805,1.04K,-4.93%
2015-07-06,15.726,15.55,15.695,15.485,0.09K,0.26%
2015-07-05,15.685,15.707,15.773,15.563,-,0.20%
2015-07-03,15.653,15.625,15.683,15.563,-,0.75%
2015-07-02,15.537,15.47,15.695,15.445,0.26K,-0.10%
2015-07-01,15.552,15.635,15.645,15.49,0.22K,0.01%
2015-06-30,15.551,15.725,15.805,15.415,1.99K,-0.72%
2015-06-29,15.664,15.935,16.0,15.63,19.51K,-1.66%
2015-06-28,15.928,15.87,16.02,15.87,-,1.23%
2015-06-26,15.735,15.725,15.725,15.725,0.00K,-0.44%
2015-06-25,15.805,15.805,15.805,15.805,0.00K,-0.27%
2015-06-24,15.848,15.84,15.855,15.84,0.02K,0.74%
2015-06-23,15.732,15.79,15.825,15.76,0.00K,-2.51%
2015-06-22,16.137,16.1,16.1,16.1,0.00K,0.37%
2015-06-21,16.078,16.087,16.102,16.053,-,-0.16%
2015-06-19,16.104,16.104,16.104,16.104,12.66K,-0.27%
2015-06-18,16.148,16.148,16.148,16.148,0.05K,1.30%
2015-06-17,15.94,15.94,15.94,15.94,0.00K,-0.11%
2015-06-16,15.958,15.958,15.958,15.958,8.26K,-0.73%
2015-06-15,16.076,16.2,16.2,16.2,0.00K,0.58%
2015-06-14,15.983,15.912,16.06,15.893,-,1.04%
2015-06-12,15.818,15.995,15.995,15.835,0.01K,-0.85%
2015-06-11,15.953,15.945,15.945,15.945,0.01K,0.01%
2015-06-10,15.952,15.952,15.952,15.952,45.25K,0.02%
2015-06-09,15.949,15.97,15.97,15.97,0.00K,-0.01%
2015-06-08,15.951,16.035,16.06,15.9,0.02K,-0.26%
2015-06-07,15.993,16.032,16.053,15.988,-,0.14%
2015-06-05,15.971,15.98,16.06,15.94,0.01K,-0.73%
2015-06-04,16.089,16.115,16.135,16.115,0.01K,-2.28%
2015-06-03,16.464,16.375,16.375,16.37,0.00K,-1.90%
2015-06-02,16.783,16.783,16.783,16.783,41.68K,0.71%
2015-06-01,16.664,16.635,17.1,16.615,0.02K,-0.23%
2015-05-31,16.703,16.693,16.805,16.693,-,0.11%
2015-05-29,16.684,16.685,16.69,16.67,0.02K,0.19%
2015-05-28,16.653,16.665,16.75,16.555,0.07K,0.09%
2015-05-27,16.638,16.65,16.695,16.65,0.16K,-0.57%
2015-05-26,16.734,16.995,17.08,16.75,0.11K,-2.17%
2015-05-25,17.105,17.028,17.178,17.002,-,0.47%
2015-05-24,17.025,17.043,17.093,17.02,-,-0.03%
2015-05-22,17.03,17.09,17.09,17.09,0.02K,-0.47%
2015-05-21,17.111,17.065,17.185,17.065,0.01K,0.11%
2015-05-20,17.092,17.1,17.1,17.1,0.01K,0.25%
2015-05-19,17.05,17.465,17.465,16.905,0.02K,-3.74%
2015-05-18,17.712,17.62,17.71,17.595,0.22K,0.87%
2015-05-17,17.56,17.517,17.733,17.508,-,0.09%
2015-05-15,17.545,17.485,17.545,17.335,0.04K,0.55%
2015-05-14,17.449,17.125,17.41,17.125,0.02K,1.41%
2015-05-13,17.207,16.525,17.2,16.525,0.14K,4.22%
2015-05-12,16.51,16.465,16.54,16.305,0.03K,1.30%
2015-05-11,16.298,16.475,16.475,16.215,0.24K,-1.03%
2015-05-10,16.468,16.433,16.483,16.425,-,0.16%
2015-05-08,16.442,16.37,16.455,16.32,0.07K,1.04%
2015-05-07,16.272,16.33,16.445,16.23,0.10K,-1.29%
2015-05-06,16.484,16.52,16.545,16.38,0.10K,-0.44%
2015-05-05,16.557,16.39,16.57,16.35,0.05K,0.85%
2015-05-04,16.418,16.15,16.695,16.15,0.07K,1.50%
2015-05-03,16.175,16.148,16.182,16.14,-,0.40%
2015-05-01,16.111,16.09,16.225,15.905,0.73K,-0.08%
2015-04-30,16.124,16.545,16.7,15.815,2.48K,-3.28%
2015-04-29,16.67,16.57,16.685,16.385,16.43K,0.50%
2015-04-28,16.587,16.587,16.587,16.587,0.05K,1.20%
2015-04-27,16.39,15.935,15.94,15.935,0.07K,3.93%
2015-04-26,15.77,15.707,15.773,15.707,-,0.89%
2015-04-24,15.631,15.631,15.631,15.631,33.27K,-1.22%
2015-04-23,15.824,15.824,15.824,15.824,20.78K,0.21%
2015-04-22,15.791,15.791,15.791,15.791,21.23K,-1.32%
2015-04-21,16.002,15.92,15.92,15.92,0.00K,0.75%
2015-04-20,15.883,15.883,15.883,15.883,14.05K,-2.64%
2015-04-19,16.313,16.262,16.313,16.252,-,0.57%
2015-04-17,16.221,16.221,16.221,16.221,11.63K,-0.34%
2015-04-16,16.276,16.15,16.285,16.15,0.01K,0.04%
2015-04-15,16.269,16.269,16.269,16.269,12.73K,0.73%
2015-04-14,16.151,16.151,16.151,16.151,0.02K,-0.79%
2015-04-13,16.28,16.28,16.28,16.28,35.54K,-1.09%
2015-04-12,16.46,16.438,16.473,16.425,-,0.55%
2015-04-10,16.37,16.4,16.4,16.4,0.01K,1.27%
2015-04-09,16.164,16.164,16.164,16.235,0.10K,-1.68%
2015-04-08,16.44,16.44,16.44,16.44,0.00K,-2.29%
2015-04-07,16.825,16.825,16.825,16.825,0.20K,-1.58%
2015-04-06,17.095,17.035,17.08,17.035,0.02K,0.13%
2015-04-05,17.072,17.002,17.125,16.968,-,2.31%
2015-04-03,16.686,16.686,16.686,16.686,-,0.00%
2015-04-02,16.686,16.686,16.686,16.945,38.40K,-2.10%
2015-04-01,17.044,16.62,16.62,16.62,0.05K,2.79%
2015-03-31,16.581,16.65,16.65,16.585,0.02K,-0.46%
2015-03-30,16.657,16.755,16.755,16.655,0.01K,-1.50%
2015-03-29,16.91,16.99,16.99,16.898,-,-0.83%
2015-03-27,17.052,17.01,17.01,17.01,0.01K,-0.41%
2015-03-26,17.122,17.315,17.325,17.055,0.10K,0.84%
2015-03-25,16.98,16.95,17.045,16.95,0.15K,0.10%
2015-03-24,16.963,16.98,17.0,16.86,0.30K,0.54%
2015-03-23,16.872,16.7,16.975,16.67,0.15K,0.44%
2015-03-22,16.798,16.775,16.825,16.75,-,-0.41%
2015-03-20,16.867,16.255,16.82,16.255,0.09K,4.78%
2015-03-19,16.098,15.905,16.1,15.86,0.01K,3.69%
2015-03-18,15.525,15.475,15.9,15.45,0.02K,-0.24%
2015-03-17,15.562,15.49,15.635,15.49,0.04K,-0.25%
2015-03-16,15.601,15.69,15.715,15.5,0.07K,0.10%
2015-03-15,15.585,15.627,15.627,15.565,-,0.70%
2015-03-13,15.477,15.61,15.62,15.475,0.06K,-0.10%
2015-03-12,15.493,15.56,15.565,15.465,0.09K,0.96%
2015-03-11,15.345,15.64,15.705,15.27,0.16K,-1.72%
