Date,Price,Open,High,Low,Vol.,Change %
2012-11-01,32.226,32.47,32.47,32.33,0.00K,-0.19%
2012-10-31,32.288,32.19,32.25,32.19,0.00K,1.57%
2012-10-30,31.788,31.77,31.85,31.765,0.04K,0.19%
2012-10-29,31.727,31.727,31.727,31.727,-,-1.06%
2012-10-28,32.068,32.133,32.133,31.975,-,0.18%
2012-10-26,32.011,32.12,32.305,31.65,0.03K,-0.12%
2012-10-25,32.049,32.0,32.0,32.0,0.00K,1.44%
2012-10-24,31.595,31.85,31.85,31.85,0.00K,-0.54%
2012-10-23,31.768,31.9,31.9,31.7,0.02K,-1.42%
2012-10-22,32.227,32.15,32.15,32.15,0.01K,1.09%
2012-10-21,31.88,31.993,32.005,31.738,-,-0.60%
2012-10-19,32.073,32.61,32.61,32.04,0.04K,-2.33%
2012-10-18,32.838,32.785,32.98,32.785,0.02K,-1.08%
2012-10-17,33.197,33.02,33.2,33.02,0.00K,0.84%
2012-10-16,32.922,32.765,32.97,32.765,0.01K,0.66%
2012-10-15,32.707,32.57,32.755,32.57,0.00K,-1.34%
2012-10-14,33.15,33.485,33.485,33.075,-,-1.44%
2012-10-12,33.633,33.735,33.735,33.735,0.00K,-1.21%
2012-10-11,34.046,34.05,34.05,34.05,0.00K,-0.08%
2012-10-10,34.073,33.825,33.825,33.735,0.03K,0.36%
2012-10-09,33.951,33.9,33.915,33.625,0.08K,-0.09%
2012-10-08,33.982,33.88,34.05,33.865,0.21K,-1.62%
2012-10-07,34.542,34.55,34.597,34.445,-,0.08%
2012-10-05,34.516,34.86,34.95,34.39,0.06K,-1.50%
2012-10-04,35.041,34.98,34.98,34.7,0.02K,1.18%
2012-10-03,34.631,34.53,34.74,34.49,0.03K,0.08%
2012-10-02,34.604,34.9,34.9,34.57,0.03K,-0.79%
2012-10-01,34.881,34.375,34.9,34.375,0.02K,1.57%
2012-09-30,34.343,34.525,34.53,34.332,-,-0.50%
2012-09-28,34.517,34.61,34.75,34.48,0.08K,-0.23%
2012-09-27,34.595,33.91,34.69,33.84,0.32K,2.10%
2012-09-26,33.883,33.7,33.71,33.675,0.04K,-0.01%
2012-09-25,33.886,34.245,34.245,34.11,0.05K,-0.10%
2012-09-24,33.921,33.905,34.075,33.815,0.13K,-1.63%
2012-09-23,34.483,34.53,34.58,34.448,-,-0.24%
2012-09-21,34.567,34.87,35.09,34.48,0.09K,-0.15%
2012-09-20,34.618,34.26,34.61,34.2,0.05K,0.29%
2012-09-19,34.519,34.575,34.845,34.545,0.08K,-0.36%
2012-09-18,34.644,34.03,34.845,34.0,0.09K,1.01%
2012-09-17,34.298,34.665,34.665,34.19,0.77K,-1.32%
2012-09-16,34.758,34.64,34.905,34.64,-,0.45%
2012-09-14,34.603,34.595,34.745,34.38,0.23K,-0.33%
2012-09-13,34.716,33.285,34.75,32.71,0.14K,4.46%
2012-09-12,33.233,33.7,33.7,32.51,0.05K,-0.82%
2012-09-11,33.509,33.7,33.765,33.42,0.08K,-0.19%
2012-09-10,33.574,33.655,33.85,33.31,0.19K,-0.34%
2012-09-09,33.69,33.705,33.722,33.638,-,0.17%
2012-09-07,33.633,32.57,33.685,32.03,0.12K,3.11%
2012-09-06,32.619,32.225,32.865,32.2,0.52K,1.08%
2012-09-05,32.272,32.295,32.31,32.035,0.37K,-0.23%
2012-09-04,32.348,31.66,32.36,31.52,0.33K,0.51%
2012-09-03,32.185,31.653,32.358,31.578,-,1.67%
2012-09-02,31.655,31.735,31.785,31.615,-,0.91%
2012-08-31,31.37,30.435,31.7,30.255,0.86K,3.30%
2012-08-30,30.367,30.675,30.89,30.195,14.49K,-1.50%
2012-08-29,30.831,30.75,30.825,30.7,0.01K,-0.12%
2012-08-28,30.869,30.81,30.815,30.81,0.01K,-0.55%
2012-08-27,31.039,30.9,31.11,30.9,0.09K,0.30%
2012-08-26,30.945,30.855,30.983,30.835,-,1.11%
2012-08-24,30.606,30.35,30.65,30.35,0.03K,0.52%
2012-08-23,30.447,30.595,30.75,30.45,0.03K,3.04%
2012-08-22,29.549,29.549,29.75,29.34,-,0.44%
2012-08-21,29.421,28.67,29.26,28.67,0.02K,2.92%
2012-08-20,28.586,28.385,28.545,28.385,0.03K,1.82%
2012-08-19,28.075,28.043,28.125,28.033,-,0.29%
2012-08-17,27.995,28.12,28.14,28.03,0.01K,-0.74%
2012-08-16,28.205,27.92,28.115,27.92,0.04K,1.44%
2012-08-15,27.805,27.82,27.92,27.795,0.04K,0.18%
2012-08-14,27.756,27.84,27.84,27.685,0.02K,-0.01%
2012-08-13,27.76,27.845,27.845,27.845,0.00K,-1.17%
2012-08-12,28.09,28.095,28.123,28.065,-,0.12%
2012-08-10,28.055,27.765,28.045,27.75,0.00K,-0.12%
2012-08-09,28.09,28.04,28.04,28.04,0.01K,0.08%
2012-08-08,28.067,28.067,28.067,28.067,-,-0.03%
2012-08-07,28.075,27.895,28.005,27.895,0.01K,0.80%
2012-08-06,27.852,27.852,27.852,27.852,0.00K,0.36%
2012-08-05,27.753,27.775,27.78,27.668,-,-0.13%
2012-08-03,27.79,27.79,27.79,27.79,0.00K,3.00%
2012-08-02,26.981,27.39,27.475,26.965,0.03K,-1.95%
2012-08-01,27.517,27.05,27.335,27.05,0.04K,-1.36%
2012-07-31,27.895,28.085,28.23,28.01,0.03K,-0.42%
2012-07-30,28.014,27.57,28.06,27.55,0.10K,1.35%
2012-07-29,27.642,27.67,27.74,27.635,-,0.60%
2012-07-27,27.478,27.478,27.478,27.478,0.11K,0.17%
2012-07-26,27.431,27.555,27.62,27.555,0.04K,-0.05%
2012-07-25,27.445,27.24,27.3,27.24,0.01K,2.44%
2012-07-24,26.79,26.86,26.86,26.775,0.10K,-0.85%
2012-07-23,27.019,26.95,26.99,26.95,0.06K,-0.62%
2012-07-22,27.188,27.178,27.288,27.118,-,-0.33%
2012-07-20,27.279,27.16,27.16,27.01,0.02K,0.31%
2012-07-19,27.194,27.22,27.395,27.22,0.02K,0.45%
2012-07-18,27.071,27.265,27.265,26.915,0.05K,-0.81%
2012-07-17,27.292,27.29,27.325,26.77,1.10K,-0.02%
2012-07-16,27.297,27.13,27.295,26.885,0.18K,-0.30%
2012-07-15,27.378,27.405,27.42,27.303,-,0.12%
2012-07-13,27.344,27.22,27.475,27.14,0.09K,0.77%
2012-07-12,27.136,26.76,27.05,26.445,0.06K,0.52%
2012-07-11,26.995,26.985,27.16,26.815,0.19K,0.54%
2012-07-10,26.851,27.235,27.5,26.73,0.35K,-2.04%
2012-07-09,27.411,27.125,27.39,27.09,0.27K,1.65%
2012-07-08,26.965,27.035,27.035,26.91,-,0.28%
2012-07-06,26.889,27.66,27.675,26.885,0.26K,-2.71%
2012-07-05,27.638,28.085,28.335,27.495,0.36K,-1.77%
2012-07-04,28.135,28.252,28.322,28.03,-,-0.38%
2012-07-03,28.243,27.445,28.37,27.44,0.19K,2.82%
2012-07-02,27.468,27.44,27.55,27.195,0.50K,-0.19%
2012-07-01,27.52,27.468,27.523,27.423,-,-0.22%
2012-06-29,27.58,26.26,27.84,26.235,2.01K,5.08%
2012-06-28,26.247,26.875,27.065,26.07,23.94K,-2.58%
2012-06-27,26.941,26.88,26.88,26.72,0.00K,-0.36%
2012-06-26,27.037,27.037,27.037,27.037,0.00K,-1.75%
2012-06-25,27.518,26.68,27.18,26.64,0.02K,3.08%
2012-06-24,26.697,26.915,26.97,26.642,-,0.15%
2012-06-22,26.657,26.79,26.81,26.65,0.16K,-0.66%
2012-06-21,26.833,27.855,27.88,26.84,0.01K,-5.46%
2012-06-20,28.383,28.025,28.525,28.01,0.01K,0.07%
2012-06-19,28.362,28.35,28.38,28.34,0.02K,-1.06%
2012-06-18,28.665,28.445,28.77,28.435,0.01K,0.28%
2012-06-17,28.585,28.998,29.01,28.368,-,-0.52%
2012-06-15,28.734,28.645,28.645,28.645,0.00K,1.17%
2012-06-14,28.401,28.9,28.9,28.17,0.01K,-1.85%
2012-06-13,28.935,28.785,29.055,28.785,0.01K,-0.03%
2012-06-12,28.943,28.42,28.915,28.42,0.00K,1.18%
2012-06-11,28.606,28.62,28.66,28.62,0.02K,-1.08%
2012-06-10,28.918,28.962,28.998,28.773,-,1.61%
2012-06-08,28.461,27.94,28.415,27.94,0.02K,-0.20%
2012-06-07,28.519,29.245,29.245,28.56,0.01K,-3.25%
2012-06-06,29.476,29.23,29.23,29.23,0.01K,3.83%
2012-06-05,28.39,28.135,28.39,28.08,0.03K,1.42%
2012-06-04,27.992,28.38,28.415,28.26,0.01K,-1.17%
2012-06-03,28.322,28.62,28.655,28.322,-,-0.61%
2012-06-01,28.497,27.72,28.515,27.26,0.04K,2.73%
2012-05-31,27.741,27.825,28.15,27.57,0.17K,-0.79%
2012-05-30,27.962,27.765,28.0,27.41,0.07K,0.70%
2012-05-29,27.767,28.225,28.24,28.215,0.02K,-2.14%
2012-05-28,28.375,28.585,28.755,28.288,-,-0.74%
2012-05-27,28.587,28.555,28.725,28.528,-,0.76%
2012-05-25,28.37,28.415,28.415,28.415,0.02K,0.81%
2012-05-24,28.142,28.105,28.445,28.07,0.05K,2.30%
2012-05-23,27.508,27.68,27.74,27.3,0.06K,-2.33%
2012-05-22,28.165,28.35,28.61,28.0,0.04K,-0.49%
2012-05-21,28.304,28.304,28.705,28.304,0.01K,-1.40%
2012-05-20,28.705,28.688,28.853,28.633,-,0.04%
2012-05-18,28.694,28.03,28.71,28.03,0.10K,2.49%
2012-05-17,27.996,27.205,28.125,27.205,0.07K,3.04%
2012-05-16,27.17,27.685,27.685,26.895,0.01K,-3.15%
2012-05-15,28.054,28.05,28.36,27.635,0.02K,-0.94%
2012-05-14,28.319,28.25,28.395,28.17,0.03K,-1.65%
2012-05-13,28.793,28.863,28.87,28.767,-,-0.23%
2012-05-11,28.858,28.5,29.005,28.485,0.02K,-0.95%
2012-05-10,29.136,29.15,29.21,29.0,0.05K,-0.21%
2012-05-09,29.197,28.75,29.27,28.735,0.08K,-0.74%
2012-05-08,29.414,29.91,29.91,29.16,0.10K,-2.19%
2012-05-07,30.072,30.15,30.15,29.845,0.03K,-0.27%
2012-05-06,30.153,30.258,30.273,29.993,-,-0.75%
2012-05-04,30.38,30.045,30.37,29.92,0.05K,1.41%
2012-05-03,29.959,30.395,30.48,29.88,0.11K,-2.07%
2012-05-02,30.592,30.845,30.9,30.41,0.31K,-0.92%
2012-05-01,30.877,31.045,31.28,30.765,0.87K,-0.26%
2012-04-30,30.959,31.26,31.38,30.55,2.41K,-1.34%
2012-04-29,31.38,31.335,31.383,31.293,-,0.11%
2012-04-27,31.347,31.03,31.395,30.885,22.06K,0.46%
2012-04-26,31.203,31.203,30.76,31.203,-,2.81%
2012-04-25,30.351,30.76,30.925,30.76,0.00K,-1.27%
2012-04-24,30.74,30.725,30.965,30.725,0.02K,0.70%
2012-04-23,30.525,31.56,31.61,30.625,0.01K,-3.71%
2012-04-22,31.7,31.658,31.71,31.63,-,0.18%
2012-04-20,31.644,31.644,31.644,31.68,-,-0.40%
2012-04-19,31.771,31.47,31.725,31.47,0.01K,0.93%
2012-04-18,31.478,31.545,31.695,31.465,0.04K,-0.59%
2012-04-17,31.665,31.665,31.665,31.665,-,0.96%
2012-04-16,31.364,31.364,31.364,31.364,0.07K,-0.15%
2012-04-15,31.41,31.453,31.493,31.29,-,0.10%
2012-04-13,31.38,31.38,31.38,31.38,0.03K,-3.49%
2012-04-12,32.515,31.59,32.385,31.59,0.13K,3.19%
2012-04-11,31.511,31.511,31.511,31.511,-,-0.50%
2012-04-10,31.67,31.76,31.76,31.725,0.01K,0.50%
2012-04-09,31.513,31.513,31.513,31.513,-,-1.13%
2012-04-08,31.873,31.883,32.095,31.837,-,0.50%
2012-04-05,31.716,31.285,31.75,31.285,0.01K,2.21%
2012-04-04,31.029,31.029,31.029,31.029,-,-6.68%
2012-04-03,33.25,33.25,33.25,32.6,0.01K,0.50%
2012-04-02,33.083,33.105,33.105,32.97,0.02K,1.91%
2012-04-01,32.463,32.423,32.558,32.392,-,-0.02%
2012-03-30,32.469,32.32,32.355,32.32,0.00K,1.54%
2012-03-29,31.978,32.04,32.15,31.645,0.02K,0.51%
2012-03-28,31.816,32.45,32.45,32.08,0.05K,-2.41%
2012-03-27,32.601,32.99,32.99,32.6,0.10K,-0.38%
2012-03-26,32.726,32.14,32.715,32.12,0.04K,1.08%
2012-03-25,32.377,32.248,32.417,32.18,-,0.40%
2012-03-23,32.248,31.5,32.14,31.5,0.04K,2.97%
2012-03-22,31.319,32.295,32.295,31.19,0.12K,-2.73%
2012-03-21,32.199,32.2,32.3,32.07,0.02K,1.24%
2012-03-20,31.805,32.13,32.33,32.05,0.07K,-3.40%
2012-03-19,32.926,32.65,32.99,32.45,0.03K,1.04%
2012-03-18,32.587,32.565,32.6,32.463,-,0.04%
2012-03-16,32.573,32.115,32.585,32.115,0.01K,-0.37%
2012-03-15,32.693,32.085,32.35,31.99,0.08K,1.70%
2012-03-14,32.147,32.99,33.1,31.62,0.07K,-4.16%
2012-03-13,33.544,33.655,33.76,33.265,0.06K,0.51%
2012-03-12,33.374,33.94,33.965,33.37,0.20K,-2.76%
2012-03-11,34.323,34.273,34.403,34.265,-,0.43%
2012-03-09,34.175,33.845,34.32,33.28,0.08K,1.14%
2012-03-08,33.789,33.765,34.065,33.4,0.12K,0.73%
2012-03-07,33.543,32.94,33.4,32.805,0.20K,2.45%
2012-03-06,32.741,34.03,34.03,32.455,0.50K,-2.70%
2012-03-05,33.651,34.785,34.785,33.535,0.79K,-3.22%
2012-03-04,34.77,34.728,34.87,34.693,-,0.84%
2012-03-02,34.481,35.5,35.5,34.38,0.52K,-3.17%
2012-03-01,35.611,34.62,35.615,34.505,1.13K,2.97%
2012-02-29,34.583,36.93,37.48,33.75,4.32K,-6.88%
2012-02-28,37.14,35.45,37.225,35.315,26.15K,4.57%
2012-02-27,35.516,35.38,35.55,35.345,0.04K,0.02%
2012-02-26,35.508,35.503,35.567,35.457,-,0.50%
2012-02-24,35.332,35.42,35.59,35.42,0.02K,-0.60%
2012-02-23,35.544,34.305,35.17,34.305,0.07K,3.81%
2012-02-22,34.239,34.265,34.265,34.075,0.04K,-0.51%
2012-02-21,34.413,33.52,34.36,33.52,0.04K,2.70%
2012-02-20,33.508,33.608,33.67,33.368,-,-0.28%
2012-02-19,33.603,33.37,33.61,33.358,-,1.21%
2012-02-17,33.2,33.55,33.55,33.385,0.05K,-0.46%
2012-02-16,33.354,32.8,33.34,32.7,0.05K,-0.10%
2012-02-15,33.386,33.685,33.75,33.345,0.10K,0.18%
2012-02-14,33.326,33.525,33.705,33.525,0.06K,-1.10%
2012-02-13,33.696,33.63,33.85,33.63,0.12K,-0.32%
2012-02-12,33.805,33.753,33.843,33.705,-,0.68%
2012-02-10,33.576,33.9,33.9,33.375,0.09K,-0.91%
2012-02-09,33.884,33.81,34.4,33.81,0.04K,0.63%
2012-02-08,33.673,34.4,34.4,33.73,0.02K,-1.44%
2012-02-07,34.165,33.25,34.29,33.25,0.05K,1.31%
2012-02-06,33.722,33.5,33.75,33.345,0.08K,0.22%
2012-02-05,33.648,33.655,33.692,33.595,-,-0.23%
2012-02-03,33.725,34.24,34.24,33.505,0.12K,-1.25%
2012-02-02,34.151,33.805,34.335,33.67,0.14K,1.10%
2012-02-01,33.778,33.17,33.9,33.165,0.09K,1.64%
2012-01-31,33.233,33.6,33.8,32.99,0.12K,-0.79%
2012-01-30,33.497,33.265,33.45,33.105,0.06K,-1.21%
2012-01-29,33.908,33.843,34.013,33.832,-,0.48%
2012-01-27,33.747,33.52,33.75,33.3,-,0.13%
2012-01-26,33.702,33.35,33.425,33.35,0.01K,1.84%
2012-01-25,33.092,32.2,33.19,31.68,0.10K,3.64%
2012-01-24,31.931,32.17,32.17,31.99,0.04K,-0.94%
2012-01-23,32.233,32.55,32.66,32.22,0.09K,1.38%
2012-01-22,31.793,32.095,32.138,31.793,-,0.46%
2012-01-20,31.647,30.515,32.035,30.515,0.08K,3.82%
2012-01-19,30.482,30.44,30.44,30.34,0.01K,-0.10%
2012-01-18,30.514,29.95,30.495,29.9,0.21K,1.36%
2012-01-17,30.106,30.5,30.5,30.13,0.06K,0.59%
2012-01-16,29.93,29.788,30.028,29.462,-,0.49%
2012-01-15,29.785,29.708,29.888,29.618,-,0.99%
2012-01-13,29.493,29.64,29.85,29.5,0.09K,-1.99%
2012-01-12,30.092,30.55,30.64,30.1,0.07K,0.78%
2012-01-11,29.858,29.955,29.99,29.78,0.15K,0.25%
2012-01-10,29.783,29.72,30.1,29.69,0.10K,3.60%
2012-01-09,28.749,28.82,29.15,28.755,0.06K,-0.34%
2012-01-08,28.848,28.773,28.94,28.625,-,0.68%
2012-01-06,28.653,29.35,29.405,28.675,0.08K,-2.09%
2012-01-05,29.265,29.08,29.35,28.7,0.03K,0.70%
2012-01-04,29.063,29.415,29.625,29.055,0.07K,-1.59%
2012-01-03,29.533,28.165,29.63,28.11,0.14K,4.88%
2012-01-02,28.16,27.815,28.16,27.815,-,1.02%
2011-12-30,27.875,27.485,28.34,27.375,0.18K,2.20%
2011-12-29,27.274,26.925,27.52,26.385,0.17K,0.30%
2011-12-28,27.192,28.595,28.595,27.455,0.01K,-5.24%
2011-12-27,28.697,28.97,28.97,28.97,0.01K,-1.36%
2011-12-26,29.093,29.09,29.18,29.045,-,0.01%
2011-12-25,29.09,29.09,29.09,29.09,-,0.15%
2011-12-23,29.046,29.22,29.28,29.02,0.05K,0.16%
2011-12-22,29.001,29.235,29.235,29.03,0.01K,-0.67%
2011-12-21,29.198,29.82,29.975,29.185,0.03K,-1.01%
2011-12-20,29.496,29.23,29.485,29.2,0.04K,2.34%
2011-12-19,28.822,29.6,29.6,28.68,0.09K,-2.98%
2011-12-18,29.708,29.752,29.79,29.678,-,0.31%
2011-12-16,29.615,29.75,29.75,29.44,0.06K,1.33%
2011-12-15,29.225,28.915,29.22,28.665,0.08K,1.19%
2011-12-14,28.881,30.98,30.99,28.65,0.09K,-7.42%
2011-12-13,31.195,31.275,31.4,30.45,0.10K,0.84%
2011-12-12,30.935,31.755,31.755,30.965,0.22K,-3.92%
2011-12-11,32.198,32.252,32.3,32.148,-,0.08%
2011-12-09,32.173,31.97,32.255,31.83,0.11K,2.24%
2011-12-08,31.467,32.58,33.15,31.46,0.16K,-3.34%
2011-12-07,32.555,32.53,32.665,32.36,0.21K,-0.36%
2011-12-06,32.672,32.09,32.425,31.7,0.19K,1.13%
2011-12-05,32.306,32.735,32.96,31.85,0.40K,-1.95%
2011-12-04,32.948,32.653,33.082,32.653,-,1.00%
2011-12-02,32.621,32.815,33.555,32.38,0.30K,-0.23%
2011-12-01,32.695,32.715,33.38,32.49,0.63K,-0.11%
2011-11-30,32.731,31.895,32.915,31.135,2.43K,2.76%
2011-11-29,31.853,32.0,32.145,31.44,16.52K,-0.95%
2011-11-28,32.16,32.06,32.06,32.06,0.00K,1.74%
2011-11-27,31.61,31.365,31.865,31.325,-,1.93%
2011-11-25,31.012,31.19,31.235,31.02,0.01K,-2.06%
2011-11-24,31.663,31.752,32.195,31.498,-,-0.69%
2011-11-23,31.882,31.62,31.63,31.62,0.00K,-3.24%
2011-11-22,32.948,31.88,33.0,31.88,0.02K,5.90%
2011-11-21,31.113,31.175,31.175,31.04,0.00K,-3.26%
2011-11-20,32.163,32.408,32.433,32.045,-,-0.77%
2011-11-18,32.413,32.413,32.413,32.413,-,2.92%
2011-11-17,31.493,31.56,31.61,31.38,0.01K,-6.86%
2011-11-16,33.814,34.235,34.46,34.235,0.00K,-1.84%
2011-11-15,34.448,34.6,34.6,34.6,0.00K,1.28%
2011-11-14,34.013,34.013,34.013,34.013,-,-2.39%
2011-11-13,34.847,34.73,34.918,34.73,-,0.51%
2011-11-11,34.671,34.671,34.671,34.671,-,1.69%
2011-11-10,34.095,34.995,35.04,34.1,0.01K,-0.74%
2011-11-09,34.348,34.995,35.04,34.965,0.05K,-2.25%
2011-11-08,35.137,35.137,35.137,35.137,0.07K,0.93%
2011-11-07,34.812,34.33,34.705,34.33,0.11K,1.60%
2011-11-06,34.265,34.07,34.423,33.965,-,0.57%
2011-11-04,34.07,34.0,34.18,33.96,0.04K,-1.21%
2011-11-03,34.488,33.99,34.795,33.86,0.02K,1.65%
2011-11-02,33.929,33.4,33.4,33.365,0.01K,3.69%
2011-11-01,32.722,32.87,33.42,32.87,0.01K,-4.70%
2011-10-31,34.337,34.27,34.47,34.17,0.06K,-2.75%
2011-10-30,35.308,35.253,35.365,35.163,-,0.11%
2011-10-28,35.27,35.455,35.455,34.875,0.06K,0.50%
2011-10-27,35.095,33.935,35.32,33.935,0.01K,5.42%
2011-10-26,33.291,33.59,33.62,33.285,0.01K,0.78%
2011-10-25,33.034,32.96,33.21,32.96,0.03K,4.47%
2011-10-24,31.62,31.355,32.0,31.355,0.00K,0.44%
2011-10-23,31.483,31.395,31.505,31.168,-,0.99%
2011-10-21,31.173,30.625,31.28,30.625,0.00K,3.00%
2011-10-20,30.266,30.37,30.375,30.105,0.01K,-3.15%
2011-10-19,31.252,31.825,31.84,31.03,0.06K,-1.73%
2011-10-18,31.801,30.65,30.85,30.65,0.03K,0.03%
2011-10-17,31.791,32.02,32.445,31.99,0.01K,-1.53%
2011-10-16,32.285,32.215,32.38,32.153,-,0.45%
2011-10-14,32.14,31.81,32.42,31.56,0.03K,1.60%
2011-10-13,31.633,31.79,31.81,31.735,0.00K,-3.42%
2011-10-12,32.754,32.754,32.1,32.754,-,2.47%
2011-10-11,31.963,32.255,32.38,32.045,0.01K,0.06%
2011-10-10,31.944,32.25,32.25,32.2,0.06K,0.82%
2011-10-09,31.685,31.315,31.743,31.243,-,2.35%
2011-10-07,30.958,31.905,32.53,30.765,0.06K,-3.17%
2011-10-06,31.97,30.34,31.95,30.34,0.01K,5.45%
2011-10-05,30.317,28.605,30.39,28.41,0.18K,1.75%
2011-10-04,29.795,31.185,31.25,29.43,0.04K,-3.11%
2011-10-03,30.75,29.965,31.2,29.93,0.03K,1.09%
2011-10-02,30.418,29.93,30.578,29.81,-,1.25%
2011-09-30,30.041,29.9,30.275,29.685,0.01K,-1.41%
2011-09-29,30.472,29.83,30.7,29.265,0.09K,1.29%
2011-09-28,30.085,31.69,32.42,30.575,0.13K,-4.48%
2011-09-27,31.497,30.38,32.85,30.38,0.12K,5.25%
2011-09-26,29.927,30.785,30.785,26.585,0.14K,-2.33%
2011-09-25,30.642,30.793,30.915,29.237,-,1.97%
2011-09-23,30.051,36.47,36.53,30.275,0.29K,-17.75%
2011-09-22,36.538,39.62,39.62,35.5,0.15K,-9.60%
2011-09-21,40.42,40.11,40.445,39.505,0.08K,0.85%
2011-09-20,40.081,39.515,40.15,39.375,0.12K,2.48%
2011-09-19,39.11,40.71,40.71,39.115,0.05K,-3.98%
2011-09-18,40.73,40.677,40.898,40.662,-,-0.13%
2011-09-16,40.781,39.475,40.765,39.475,0.05K,3.37%
2011-09-15,39.453,40.735,40.735,39.485,0.26K,-2.51%
2011-09-14,40.469,41.075,41.175,40.4,0.34K,-1.59%
2011-09-13,41.123,40.545,41.19,40.31,0.15K,2.39%
2011-09-12,40.164,41.225,41.35,39.7,0.20K,-3.24%
2011-09-11,41.508,41.47,41.53,41.048,-,-0.16%
2011-09-09,41.573,42.28,42.475,41.3,0.23K,-2.13%
2011-09-08,42.479,41.52,42.62,41.52,0.26K,2.18%
2011-09-07,41.572,41.895,41.895,40.58,0.30K,-0.59%
2011-09-06,41.818,43.005,43.28,41.66,0.42K,-2.90%
2011-09-05,43.067,43.302,43.385,42.393,-,-0.51%
2011-09-04,43.287,43.033,43.45,43.033,-,0.62%
2011-09-02,43.02,41.52,43.395,41.52,0.70K,3.71%
2011-09-01,41.482,41.585,41.785,41.19,1.24K,-0.52%
2011-08-31,41.699,41.295,42.01,41.15,2.30K,0.73%
2011-08-30,41.398,40.805,41.67,40.425,19.00K,2.11%
2011-08-29,40.541,40.541,40.541,40.541,-,-1.90%
2011-08-28,41.328,41.695,41.795,41.263,-,0.93%
2011-08-26,40.947,40.947,41.33,40.48,-,0.51%
2011-08-25,40.74,40.74,40.74,40.74,-,4.04%
2011-08-24,39.157,41.295,41.445,40.995,0.05K,-7.39%
2011-08-23,42.281,43.955,44.15,41.975,0.09K,-2.40%
2011-08-22,43.321,43.655,43.855,42.95,0.02K,-0.92%
2011-08-21,43.722,43.475,43.972,43.25,-,3.05%
2011-08-19,42.428,42.195,42.195,42.075,0.00K,4.28%
2011-08-18,40.687,40.687,40.687,40.687,-,0.84%
2011-08-17,40.35,39.845,40.305,39.845,0.00K,1.33%
2011-08-16,39.821,39.775,40.08,39.36,0.31K,1.33%
2011-08-15,39.298,39.47,39.47,39.47,0.00K,0.81%
2011-08-14,38.983,39.108,39.273,38.908,-,-0.30%
2011-08-12,39.101,38.57,38.73,38.57,0.10K,1.15%
2011-08-11,38.656,38.225,38.86,38.225,0.25K,-1.70%
2011-08-10,39.325,38.3,39.38,38.095,0.02K,3.82%
2011-08-09,37.877,38.865,38.865,37.215,0.03K,-3.80%
2011-08-08,39.374,39.08,40.215,38.85,0.03K,0.38%
2011-08-07,39.225,38.943,39.268,38.328,-,2.69%
2011-08-05,38.197,38.92,39.46,37.79,0.03K,-3.10%
2011-08-04,39.418,41.62,42.2,38.985,0.08K,-5.58%
2011-08-03,41.747,41.31,41.905,41.08,0.06K,4.16%
2011-08-02,40.081,39.71,40.87,39.71,0.03K,1.99%
2011-08-01,39.298,39.625,39.82,39.17,0.05K,-1.19%
2011-07-31,39.77,39.445,39.823,39.31,-,-0.80%
2011-07-29,40.092,39.445,40.38,39.445,0.07K,0.79%
2011-07-28,39.779,40.395,40.395,39.435,0.14K,-1.91%
2011-07-27,40.553,40.945,41.42,40.505,0.05K,-0.34%
2011-07-26,40.691,40.28,40.9,40.13,0.22K,0.84%
2011-07-25,40.354,40.45,40.975,40.115,0.10K,-0.24%
2011-07-24,40.453,40.355,40.623,40.298,-,0.85%
2011-07-22,40.113,39.19,40.255,39.19,0.08K,3.02%
2011-07-21,38.937,39.89,40.26,39.22,0.06K,-1.54%
2011-07-20,39.546,38.835,40.06,38.435,0.14K,-1.65%
2011-07-19,40.211,40.33,40.87,38.705,0.67K,-0.30%
2011-07-18,40.333,39.77,40.67,39.64,0.55K,1.48%
2011-07-17,39.743,39.325,39.792,39.273,-,1.74%
2011-07-15,39.063,38.385,39.305,37.91,0.23K,0.97%
2011-07-14,38.689,38.52,39.355,38.1,0.37K,1.42%
2011-07-13,38.148,36.14,38.185,36.13,0.38K,7.07%
2011-07-12,35.629,35.845,36.39,34.85,0.28K,-0.17%
2011-07-11,35.689,36.66,36.81,35.625,0.31K,-2.75%
2011-07-10,36.698,36.71,36.755,36.498,-,0.44%
2011-07-08,36.536,36.425,36.82,36.08,0.28K,0.02%
2011-07-07,36.528,36.15,36.625,35.74,0.21K,1.72%
2011-07-06,35.911,35.435,36.195,35.12,1.41K,1.44%
2011-07-05,35.402,33.83,35.65,33.83,1.25K,3.83%
2011-07-04,34.097,34.15,34.203,33.91,-,-0.12%
2011-07-03,34.138,33.91,34.17,33.8,-,1.32%
2011-07-01,33.694,34.68,34.68,33.465,1.80K,-3.21%
2011-06-30,34.812,34.885,35.14,34.45,2.96K,0.18%
2011-06-29,34.75,33.905,34.93,33.85,33.62K,3.32%
2011-06-28,33.633,33.725,34.035,33.66,0.01K,0.16%
2011-06-27,33.58,33.955,33.955,33.58,0.01K,-1.85%
2011-06-26,34.213,34.308,34.335,33.91,-,-1.24%
2011-06-24,34.641,35.335,35.335,34.935,0.01K,-1.04%
2011-06-23,35.005,35.565,35.57,35.295,0.01K,-4.71%
2011-06-22,36.734,36.19,36.7,36.19,0.02K,0.99%
